id,reference_text,predicted_text,norm_reference_text,norm_predicted_text,wer,wil,substitutions,deletions,insertions,hits,audio_duration,transcription_time,metadata_uuid,model,dataset,dataset_split,engine
1296,"זה יכול לעזור לא רק בקידום קניית מזון בריא, אלא גם בהפחתת קניית מזון לא בריא, כמו קוקה קולה."," זה יכול לעזור לא רק בקידום קניית מזון בריא, אלא גם בהפחתת קניית מזון לא בריא, כמו קוקה קולה.",זה יכול לעזור לא רק בקידום קניית מזון בריא אלא גם בהפחתת קניית מזון לא בריא כמו קוקה קולה,זה יכול לעזור לא רק בקידום קניית מזון בריא אלא גם בהפחתת קניית מזון לא בריא כמו קוקה קולה,0.0,0.0,0,0,0,19,6.46,3.494517499999347,gold_005_line_176,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1297,"כשהיא אומרת סודה, הכוונה לקולה או משקאות דומים."," כשהיא אומרת סודה, הכוונה לקולה ומשקאות דומים.",כשהיא אומרת סודה הכוונה לקולה או משקאות דומים,כשהיא אומרת סודה הכוונה לקולה ומשקאות דומים,0.25,0.3571428571428572,1,1,0,6,2.92,1.8215141670007142,gold_005_line_177,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1298,"העניין עם הקינואה אולי נשמע מופרך, אבל הוא לא. שימו לב לסיפור הבא:"," העניין עם הקינוע אולי נשמע מופרך, אבל הוא לא. שימו לב לסיפור הבא.",העניין עם הקינואה אולי נשמע מופרך אבל הוא לא שימו לב לסיפור הבא,העניין עם הקינוע אולי נשמע מופרך אבל הוא לא שימו לב לסיפור הבא,0.07692307692307693,0.1479289940828401,1,0,0,12,4.720022675736962,2.5671274999986053,gold_005_line_178,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1299,"קבוצה של חוקרות אמריקאיות מאוניברסיטת ניו יורק ערכו ראיונות עומק עם 20 מנהלי ובעלי סופרים כדי לקבל עדויות מגוף ראשון,",קבוצה של חוקרות אמריקאיות מאוניברסיטת ניו יורק ערכו ראיונות עומק עם 20 מנהלי ובעלי סופרים ברחבי ארה״ב בשביל לקבל עדויות בגוף ראשון,קבוצה של חוקרות אמריקאיות מאוניברסיטת ניו יורק ערכו ראיונות עומק עם 20 מנהלי ובעלי סופרים כדי לקבל עדויות מגוף ראשון,קבוצה של חוקרות אמריקאיות מאוניברסיטת ניו יורק ערכו ראיונות עומק עם 20 מנהלי ובעלי סופרים ברחבי ארה ב בשביל לקבל עדויות בגוף ראשון,0.25,0.29565217391304344,2,0,3,18,9.53299319727891,5.421829999999318,gold_005_line_179,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1300,"על מה משפיע יותר מכל על המוצרים שמוכרים בסופר שלהם, ועל האופן בו מסדרים אותם.",על מה משפיע יותר מכל על המוצרים שמוכרים בסופר שלהם ועל האופן שבו הם מסדרים אותם.,על מה משפיע יותר מכל על המוצרים שמוכרים בסופר שלהם ועל האופן בו מסדרים אותם,על מה משפיע יותר מכל על המוצרים שמוכרים בסופר שלהם ועל האופן שבו הם מסדרים אותם,0.13333333333333333,0.18333333333333335,1,0,1,14,5.434013605442177,3.2955117089986743,gold_005_line_180,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1301,"אחד מהם, מנהל סופר באיזור עירוני עם אוכלוסייה בעלת הכנסה…",אחד מהם מנהל סופר באזור עירוני עם אוכלוסייה בעלת הכנסת,אחד מהם מנהל סופר באיזור עירוני עם אוכלוסייה בעלת הכנסה,אחד מהם מנהל סופר באזור עירוני עם אוכלוסייה בעלת הכנסת,0.2,0.3599999999999999,2,0,0,8,3.86,2.495551541000168,gold_005_line_181,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1302,"אחד מהם, שמנהל סופר באיזור עירוני שיש בו אוכלוסיה עם הכנסה נמוכה, סיפר מה קרה לו עם קינואה.",אחד מהם שמנהל סופר באזור עירוני שיש בו אוכלוסייה עם הכנסה נמוכה סיפר מה קרה לו עם כינוע.,אחד מהם שמנהל סופר באיזור עירוני שיש בו אוכלוסיה עם הכנסה נמוכה סיפר מה קרה לו עם קינואה,אחד מהם שמנהל סופר באזור עירוני שיש בו אוכלוסייה עם הכנסה נמוכה סיפר מה קרה לו עם כינוע,0.16666666666666666,0.30555555555555547,3,0,0,15,6.62,4.233628124999086,gold_005_line_182,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1303,"באיזור הזה, אנשים בכלל לא יודעים מה זה קינואה, הוא אומר לחוקרת."," באזור הזה אנשים בכלל לא יודעים מה זה כינוע, כך הוא אומר לחוקרת.",באיזור הזה אנשים בכלל לא יודעים מה זה קינואה הוא אומר לחוקרת,באזור הזה אנשים בכלל לא יודעים מה זה כינוע כך הוא אומר לחוקרת,0.25,0.3589743589743589,2,0,1,10,3.48,2.4360342500003753,gold_005_line_183,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1304,"אבל אם את מציבה את זה בכניסה לחנות ושמה מחיר סביר, אנשים בוחרים לנסות את זה."," אבל אם את מציבה את זה בכניסה לחנות ושמה מחיר סביר, אנשים בוחרים לנסות את זה.",אבל אם את מציבה את זה בכניסה לחנות ושמה מחיר סביר אנשים בוחרים לנסות את זה,אבל אם את מציבה את זה בכניסה לחנות ושמה מחיר סביר אנשים בוחרים לנסות את זה,0.0,0.0,0,0,0,16,4.92,3.472873416998482,gold_005_line_184,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1305,עשיתי את זה בחנות לפני 3 שבועות.,עשיתי את זה בחנות לפני שלושה שבועות,עשיתי את זה בחנות לפני 3 שבועות,עשיתי את זה בחנות לפני שלושה שבועות,0.14285714285714285,0.26530612244897966,1,0,0,6,2.16,1.7135643330002495,gold_005_line_185,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1306,הזמנו 5 ארגזים.,הזמנו חמישה ארגזים.,הזמנו 5 ארגזים,הזמנו חמישה ארגזים,0.3333333333333333,0.5555555555555556,1,0,0,2,2.0,1.5712175829976331,gold_005_line_186,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1307,"מאז כבר נאלצנו לבצע הזמנה נוספת, ואחד הלקוחות ביקש לקנות ארגז שלם.",מאז כבר נאלצנו לבצע הזמנה נוספת ואחד הלקוחות ביקש לקנות ארגז שלם.,מאז כבר נאלצנו לבצע הזמנה נוספת ואחד הלקוחות ביקש לקנות ארגז שלם,מאז כבר נאלצנו לבצע הזמנה נוספת ואחד הלקוחות ביקש לקנות ארגז שלם,0.0,0.0,0,0,0,12,4.9,3.419486374998087,gold_005_line_187,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1308,מיקום המוצר בחנות הוא מאוד מאוד חשוב.,מיקום המוצר בחנות הוא מאוד מאוד חשוב,מיקום המוצר בחנות הוא מאוד מאוד חשוב,מיקום המוצר בחנות הוא מאוד מאוד חשוב,0.0,0.0,0,0,0,7,2.66,1.8465380419984285,gold_005_line_188,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1309,"יש איזורים שלא משנה מה תשימי בהם, הלקוחות יתפתו לקנות מזה."," יש אזורים שלא משנה מה תשימי בהם, הלקוחות יתפתו לקנות מזה.",יש איזורים שלא משנה מה תשימי בהם הלקוחות יתפתו לקנות מזה,יש אזורים שלא משנה מה תשימי בהם הלקוחות יתפתו לקנות מזה,0.09090909090909091,0.17355371900826455,1,0,0,10,4.5,2.9166272500006016,gold_005_line_189,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1310,וכמה סופרים בארצות הברית אכן עושים את השינוי הזה.,וכמה סופרים בארצות הברית אכן עושים את השינוי הזה.,וכמה סופרים בארצות הברית אכן עושים את השינוי הזה,וכמה סופרים בארצות הברית אכן עושים את השינוי הזה,0.0,0.0,0,0,0,9,2.86,2.426003791999392,gold_005_line_190,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1311,"במסגרת מה שנקרא הלת'י צ'קאאוטס, הם מנסים להפוך את עמדות הקופה שלהם לבריאות יותר,",במסגרת מה שנקרא Healthy Checkouts הם מנסים להפוך את עמדות הקופה שלהם לבריאות יותר.,במסגרת מה שנקרא הלתי צקאאוטס הם מנסים להפוך את עמדות הקופה שלהם לבריאות יותר,במסגרת מה שנקרא healthy checkouts הם מנסים להפוך את עמדות הקופה שלהם לבריאות יותר,0.14285714285714285,0.26530612244897966,2,0,0,12,5.62,3.022218708003493,gold_005_line_191,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1312,"עם פחות מוצרים עתירי סוכר ושומן ויותר מוצרים בריאים יותר, כמו פירות וירקות.",עם פחות מוצרים עתירי סוכר ושומן ויותר מוצרים בריאים כמו פירות וירקות,עם פחות מוצרים עתירי סוכר ושומן ויותר מוצרים בריאים יותר כמו פירות וירקות,עם פחות מוצרים עתירי סוכר ושומן ויותר מוצרים בריאים כמו פירות וירקות,0.07692307692307693,0.07692307692307687,0,1,0,12,5.12,3.1497526669991203,gold_005_line_192,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1313,"זו בדיוק העבודה של דריה מינובי, ממרכז המידע לבריאות הציבור.",זו בדיוק העבודה של דריה מינובי ממרכז המידע לבריאות הציבור.,זו בדיוק העבודה של דריה מינובי ממרכז המידע לבריאות הציבור,זו בדיוק העבודה של דריה מינובי ממרכז המידע לבריאות הציבור,0.0,0.0,0,0,0,10,3.8,2.449582000001101,gold_005_line_193,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1314,היא מנסה לשכנע עוד ועוד סופרמרקטים בארצות הברית לעשות את השינוי הזה באופן וולנטרי.,היא מנסה לשכנע עוד ועוד סופרמרקטים בארצות הברית לעשות את השינוי הזה באופן וולונטרי.,היא מנסה לשכנע עוד ועוד סופרמרקטים בארצות הברית לעשות את השינוי הזה באופן וולנטרי,היא מנסה לשכנע עוד ועוד סופרמרקטים בארצות הברית לעשות את השינוי הזה באופן וולונטרי,0.07142857142857142,0.1377551020408163,1,0,0,13,5.579977324263038,3.5434506250021514,gold_005_line_194,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1315,ויש לה גם נימוק למה זה יכול להיות להם משתלם מבחינה כלכלית.,ויש לה גם נימוק למה זה יכול להיות להם משתלם מבחינה כלכלית.,ויש לה גם נימוק למה זה יכול להיות להם משתלם מבחינה כלכלית,ויש לה גם נימוק למה זה יכול להיות להם משתלם מבחינה כלכלית,0.0,0.0,0,0,0,12,3.46,2.2089825829971232,gold_005_line_195,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1316,"אבל אפילו בלי הממשלה ובלי המדינה, יש…",אבל אפילו בלי הממשלה ובלי המדינה יש,אבל אפילו בלי הממשלה ובלי המדינה יש,אבל אפילו בלי הממשלה ובלי המדינה יש,0.0,0.0,0,0,0,7,3.12,2.052914416999556,gold_005_line_196,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1317,"אבל אפילו בלי הממשלה ובלי המדינה, יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לשנות את מה שהם מוכרים ואת מה שהם מציגים בשביל שנקנה, לא.",אבל אפילו בלי הממשלה ובלי המדינה יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לשנות את מה שהם מוכרים ואת מה שהם מציגים בשביל שנקנה לא.,אבל אפילו בלי הממשלה ובלי המדינה יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לשנות את מה שהם מוכרים ואת מה שהם מציגים בשביל שנקנה לא,אבל אפילו בלי הממשלה ובלי המדינה יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לשנות את מה שהם מוכרים ואת מה שהם מציגים בשביל שנקנה לא,0.0,0.0,0,0,0,26,9.44,5.092228083998634,gold_005_line_197,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1318,"אבל אפילו בלי הממשלה ובלי המדינה, יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לקדם מזון בריא.",אבל אפילו בלי הממשלה ובלי המדינה יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לקדם לנו מזון בריא.,אבל אפילו בלי הממשלה ובלי המדינה יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לקדם מזון בריא,אבל אפילו בלי הממשלה ובלי המדינה יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לקדם לנו מזון בריא,0.058823529411764705,0.05555555555555558,0,0,1,17,7.38,3.6307859999978973,gold_005_line_198,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1319,"והמשהו הזה הוא כח חזק מאוד, אבל גם חמקמק מאוד."," והמשהו הזה הוא כוח חזק מאוד, אבל גם חמקמק מאוד.",והמשהו הזה הוא כח חזק מאוד אבל גם חמקמק מאוד,והמשהו הזה הוא כוח חזק מאוד אבל גם חמקמק מאוד,0.1,0.18999999999999995,1,0,0,9,4.1,2.0506560829999216,gold_005_line_199,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1320,רמז לזה אפשר למצוא במחקר שערכו כמה חוקרות באוניברסיטת ניו יורק בשנה שעברה.,רמז לזה אפשר למצוא במחקר שערכו כמה חוקרות מאוניברסיטת ניו יורק בשנה שעברה.,רמז לזה אפשר למצוא במחקר שערכו כמה חוקרות באוניברסיטת ניו יורק בשנה שעברה,רמז לזה אפשר למצוא במחקר שערכו כמה חוקרות מאוניברסיטת ניו יורק בשנה שעברה,0.07692307692307693,0.1479289940828401,1,0,0,12,4.42,3.632700834001298,gold_005_line_200,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1321,רמז לזה אפשר למצוא במחקר שעשה רעיונות עם מנהלי ובעלי סופרמרקטים בארצות הברית.,רמז הזה אפשר למצוא במחקר שעשה ראיונות עם מנהלי ובעלי סופרמרקטים בארצות הברית.,רמז לזה אפשר למצוא במחקר שעשה רעיונות עם מנהלי ובעלי סופרמרקטים בארצות הברית,רמז הזה אפשר למצוא במחקר שעשה ראיונות עם מנהלי ובעלי סופרמרקטים בארצות הברית,0.15384615384615385,0.28402366863905326,2,0,0,11,5.14,3.429461457999423,gold_005_line_201,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1322,"רובם המוחלט ציינו שהגורם הראשון במעלה, הרבה לפני כל גורם אחר, מה שגורם להם לסדר את הסופרמרקט שלהם בצורה מסויימת ולהציע בו מוצרים מסויימים, הוא צד הביקוש."," רובם המוחלט ציינו שהגורם הראשון במעלה, הרבה לפני כל דבר אחר, מה שגורם להם לסדר את הסופרמרקט שלהם בצורה מסוימת ולהציע בו מוצרים מסוימים, הוא צד הביקוש.",רובם המוחלט ציינו שהגורם הראשון במעלה הרבה לפני כל גורם אחר מה שגורם להם לסדר את הסופרמרקט שלהם בצורה מסויימת ולהציע בו מוצרים מסויימים הוא צד הביקוש,רובם המוחלט ציינו שהגורם הראשון במעלה הרבה לפני כל דבר אחר מה שגורם להם לסדר את הסופרמרקט שלהם בצורה מסוימת ולהציע בו מוצרים מסוימים הוא צד הביקוש,0.1111111111111111,0.2098765432098766,3,0,0,24,12.88,5.734611959000176,gold_005_line_202,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1323,מה שהצרכנים רוצים לקנות.,מה שהצרכנים רוצים לקנות.,מה שהצרכנים רוצים לקנות,מה שהצרכנים רוצים לקנות,0.0,0.0,0,0,0,4,2.76,1.0242819580016658,gold_005_line_203,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1324,"במילים אחרות, אם אנחנו נרצה לקנות בריא יותר ונשדר את המסר הזה לרשתות השיווק, לשופרסל, לרמי לוי, לכל היתר, הן יתחילו להציע לנו מוצרים בריאים יותר."," במילים אחרות, אם אנחנו נרצה לקנות בריא יותר ונשדר את המסר הזה לרשתות השיווק, לשופרסל, לרמי לוי, לכל היתר, הן יתחילו להציע לנו מוצרים בריאים יותר.",במילים אחרות אם אנחנו נרצה לקנות בריא יותר ונשדר את המסר הזה לרשתות השיווק לשופרסל לרמי לוי לכל היתר הן יתחילו להציע לנו מוצרים בריאים יותר,במילים אחרות אם אנחנו נרצה לקנות בריא יותר ונשדר את המסר הזה לרשתות השיווק לשופרסל לרמי לוי לכל היתר הן יתחילו להציע לנו מוצרים בריאים יותר,0.0,0.0,0,0,0,26,10.46,4.732443375000003,gold_005_line_204,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1325,לא תהיה להן ברירה.,לא תהיה להם ברירה.,לא תהיה להן ברירה,לא תהיה להם ברירה,0.25,0.4375,1,0,0,3,1.2600226757369615,0.9391480419981235,gold_005_line_205,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1326,"כי לפחות בתיאוריה, במאזן הכוחות העדין הזה שבין צרכנים מצד אחד, ומוכרים מצד שני, אם המוכרים לא יתאימו את עצמם לדרישות הצרכנים, תמיד יצוץ איזה גוף מתחרה שכן יעשה את זה."," כי לפחות בתיאוריה, במאזן הכוחות העדין הזה שבין צרכנים מצד אחד ומוכרים מצד שני, אם המוכרים לא יתאימו את עצמם לדרישות הצרכנים, תמיד יצוץ איזה גוף מתחרה שכן יעשה את זה.",כי לפחות בתיאוריה במאזן הכוחות העדין הזה שבין צרכנים מצד אחד ומוכרים מצד שני אם המוכרים לא יתאימו את עצמם לדרישות הצרכנים תמיד יצוץ איזה גוף מתחרה שכן יעשה את זה,כי לפחות בתיאוריה במאזן הכוחות העדין הזה שבין צרכנים מצד אחד ומוכרים מצד שני אם המוכרים לא יתאימו את עצמם לדרישות הצרכנים תמיד יצוץ איזה גוף מתחרה שכן יעשה את זה,0.0,0.0,0,0,0,31,11.4,6.081999666999764,gold_005_line_206,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1327,"אבל, למרות שזה יתרום לבריאות שלהם, מי בכלל אמר שהצרכנים יהיו מוכנים שיפעילו עליהם כל מיני טכניקות של כלכלה התנהגותית בשביל שיקנו יותר בריא?"," אבל למרות שזה יתרום לבריאות שלהם, מי בכלל אמר שהצרכנים יהיו מוכנים שיפעילו עליהם כל מיני טכניקות של כלכלה התנהגותית בשביל שיקנו יותר בריא?",אבל למרות שזה יתרום לבריאות שלהם מי בכלל אמר שהצרכנים יהיו מוכנים שיפעילו עליהם כל מיני טכניקות של כלכלה התנהגותית בשביל שיקנו יותר בריא,אבל למרות שזה יתרום לבריאות שלהם מי בכלל אמר שהצרכנים יהיו מוכנים שיפעילו עליהם כל מיני טכניקות של כלכלה התנהגותית בשביל שיקנו יותר בריא,0.0,0.0,0,0,0,24,9.08,4.7920833339994715,gold_005_line_207,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1328,"זו, הרי, דריסה מוחלטת של הבחירה החופשית שלהם.",זו הרי דריסה מוחלטת של הבחירה החופשית שלהם.,זו הרי דריסה מוחלטת של הבחירה החופשית שלהם,זו הרי דריסה מוחלטת של הבחירה החופשית שלהם,0.0,0.0,0,0,0,8,2.78,2.2444764169995324,gold_005_line_208,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1329,"ובאמת, מחקר שערכו חתן פרס ישראל לכלכלה, פרופסור אריאל רובינשטיין, ודוקטור איילה ארד, שניהם מאוניברסיטת תל אביב,"," ובאמת מחקר שערכו חתן פרס ישראל לכלכלה, פרופסור אריאל רובינשטיין ודוקטור איילה ארד, שניהם מאוניברסיטת תל אביב.",ובאמת מחקר שערכו חתן פרס ישראל לכלכלה פרופסור אריאל רובינשטיין ודוקטור איילה ארד שניהם מאוניברסיטת תל אביב,ובאמת מחקר שערכו חתן פרס ישראל לכלכלה פרופסור אריאל רובינשטיין ודוקטור איילה ארד שניהם מאוניברסיטת תל אביב,0.0,0.0,0,0,0,17,6.96,5.169020958001056,gold_005_line_209,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1330,"הראה שאנשים מעדיפים שהממשלה, או כל גורם אחר, לא יהנדסו עבורם במה לבחור, אפילו אם ההינדוס הזה היה מביא לתוצאות בריאות יותר."," הראה שאנשים מעדיפים שהממשלה או כל גורם אחר לא ינדסו עבורם במה לבחור, אפילו אם ההנדוס הזה היה מביא לתוצאות בריאות יותר.",הראה שאנשים מעדיפים שהממשלה או כל גורם אחר לא יהנדסו עבורם במה לבחור אפילו אם ההינדוס הזה היה מביא לתוצאות בריאות יותר,הראה שאנשים מעדיפים שהממשלה או כל גורם אחר לא ינדסו עבורם במה לבחור אפילו אם ההנדוס הזה היה מביא לתוצאות בריאות יותר,0.09090909090909091,0.17355371900826455,2,0,0,20,9.34,3.938922708002792,gold_005_line_210,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1331,"לפי הגישה של רובינשטיין וארד, מספיק שתתנו לאנשים ולצרכנים את מלוא המידע, והם כבר יקבלו החלטה שטובה להם, גם אם היא לא נראית לכם."," לפי הגישה של רובינשטיין וערד, מספיק שתיתנו לאנשים ולצרכנים את מלוא המידע, והם כבר יקבלו החלטה שטובה להם, גם אם היא לא נראית לכם.",לפי הגישה של רובינשטיין וארד מספיק שתתנו לאנשים ולצרכנים את מלוא המידע והם כבר יקבלו החלטה שטובה להם גם אם היא לא נראית לכם,לפי הגישה של רובינשטיין וערד מספיק שתיתנו לאנשים ולצרכנים את מלוא המידע והם כבר יקבלו החלטה שטובה להם גם אם היא לא נראית לכם,0.08333333333333333,0.15972222222222232,2,0,0,22,9.58,5.0760709999995015,gold_005_line_211,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1332,"אם זה מזכיר לכם את המדבקות האדומות שהתחילו להופיע על חלק ממוצרי המזון בישראל בחודשים האחרונים, אז זה דומה אבל, לא בדיוק."," אם זה מזכיר לכם את המדבקות האדומות שהתחילו להופיע על חלק ממוצרי המזון בישראל בחודשים האחרונים, אז זה דומה אבל לא בדיוק.",אם זה מזכיר לכם את המדבקות האדומות שהתחילו להופיע על חלק ממוצרי המזון בישראל בחודשים האחרונים אז זה דומה אבל לא בדיוק,אם זה מזכיר לכם את המדבקות האדומות שהתחילו להופיע על חלק ממוצרי המזון בישראל בחודשים האחרונים אז זה דומה אבל לא בדיוק,0.0,0.0,0,0,0,22,7.52,4.183664584001235,gold_005_line_212,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1333,"המדבקות האדומות בישראל, שתיכף יהיו יותר מהן כי החוק שיצר אותן נכנס לתוקף בסוף השנה, המדבקות האלה רק מזהירות אתכם אם יש במוצר הזה הרבה סוכר, או נתרן, או שומן רווי."," המדבקות האדומות בישראל, שתכף יהיו יותר מהן כי החוק שיצר אותן נכנס לתוקף בסוף השנה, המדבקות האלה רק מזהירות אתכם אם יש במוצר הרבה סוכר או נתרן או שומן רווי.",המדבקות האדומות בישראל שתיכף יהיו יותר מהן כי החוק שיצר אותן נכנס לתוקף בסוף השנה המדבקות האלה רק מזהירות אתכם אם יש במוצר הזה הרבה סוכר או נתרן או שומן רווי,המדבקות האדומות בישראל שתכף יהיו יותר מהן כי החוק שיצר אותן נכנס לתוקף בסוף השנה המדבקות האלה רק מזהירות אתכם אם יש במוצר הרבה סוכר או נתרן או שומן רווי,0.06451612903225806,0.0956989247311828,1,1,0,29,11.24,6.103135417000885,gold_005_line_213,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1334,הן לא נותנות אלטרנטיבה בריאה יותר.,הן לא נותנות אלטרנטיבה בריאה יותר.,הן לא נותנות אלטרנטיבה בריאה יותר,הן לא נותנות אלטרנטיבה בריאה יותר,0.0,0.0,0,0,0,6,2.44,1.455086707999726,gold_005_line_214,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
1335,בשביל זה צריך גם מדבקה ירוקה.,בשביל זה צריך גם מדבקה ירוקה,בשביל זה צריך גם מדבקה ירוקה,בשביל זה צריך גם מדבקה ירוקה,0.0,0.0,0,0,0,6,2.06,1.6897208329974092,gold_005_line_215,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
